Document Number,Document Date,Document Type,Item Number,Item Description,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Transfer To Location,Document Status
7056,07/08/2025,Transfer,J-40132,POP Ins 3 in 1 Tea Latte 17gx22CT,CASE,100,66.06,6606,1,2,Posted
7056,07/08/2025,Transfer,J-40032,POP Ins 3 in 1 Cappuccino 20gx22CT,CASE,224,62.46,13991.04,1,2,Posted
7056,07/08/2025,Transfer,M-96036,Seirogan Toi A 36 Pills,CASE,3,388.92,1166.76,1,2,Posted
7056,07/08/2025,Transfer,A-61220,AM GSG RT Tea 20 Bags,CASE,48,143.72,6898.56,1,2,Posted
7056,07/08/2025,Transfer,D-03052,POP HT Blood Pressure 1.8gx18,CASE,220,23.172,5097.84,1,2,Posted
7056,07/08/2025,Transfer,D-03053,POP HT Blood Sugar 1.8gx18,CASE,396,22.296,8829.22,1,2,Posted
7056,07/08/2025,Transfer,D-03055N,POP HT Detox 1.8gx18 (NEW),CASE,264,23.34,6161.76,1,2,Posted
7056,07/08/2025,Transfer,D-03059,POP HT Digest 1.8gx18,CASE,132,22.992,3034.95,1,2,Posted
7056,07/08/2025,Transfer,D-03061,POP HT IMMUNE 1.8gx18,CASE,132,37.032,4888.23,1,2,Posted
7056,07/08/2025,Transfer,D-03064,POP HT Smooth Cleanse 1.8gx18,CASE,132,25.32,3342.24,1,2,Posted
7057,07/07/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,120,150.78,18093.6,1,3,Posted
7057,07/07/2025,Transfer,A-61218,AM GSG RT/Honey Tea 8.5gx18,CASE,20,118.418,2368.35,1,3,Posted
7057,07/07/2025,Transfer,T-TBU2G,Tiger Balm  Ultra 2g Sample Size,CASE,4,0,0,1,3,Posted
7057,07/07/2025,Transfer,F-04076,POP Ginger Chews Assorted 8 oz,CASE,224,9.52,2132.48,1,3,Posted
7057,07/07/2025,Transfer,F-85004,Jayoo 1mm P Crackers(WasabiSeaweed) 180g,CASE,70,19.424,1359.68,1,3,Posted
7057,07/07/2025,Transfer,J-40032,POP Ins 3 in 1 Cappuccino 20gx22CT,CASE,84,62.46,5246.64,1,3,Posted
7057,07/07/2025,Transfer,D-03001A,Coldaid 10 Bags,CASE,40,39.264,1570.56,1,3,Posted
7060,08/08/2025,Transfer,D-04038,POP Ginger H Cytl.w/PassionFruit 10ct(6x6),CASE,15,29.916,448.74,3,2,Posted
7060,08/08/2025,Transfer,F-41128,McVities D Choc Digestive 300g,CASE,85,22.08,1876.8,3,2,Posted
7060,08/08/2025,Transfer,F-85001,Jayoo 1mm P Crackers(Garlic) 180g,CASE,70,18.448,1291.36,3,2,Posted
7060,08/08/2025,Transfer,F-85002,Jayoo 1mm P Crackers(BBQ) 180g,CASE,70,21.696,1518.72,3,2,Posted
7060,08/08/2025,Transfer,F-85005,Jayoo 1mm P Crackers(BlackPepper) 180g,CASE,70,18.656,1305.92,3,2,Posted
7061,06/20/2025,Transfer,P-OK-POSM,On Kee POSM Model,EACH,12,1.243,14.92,3,1,Posted
7067,07/10/2025,Transfer,D-03053,POP HT Blood Sugar 1.8gx18,CASE,528,22.569,11916.62,1,3,Posted
7067,07/10/2025,Transfer,D-03064,POP HT Smooth Cleanse 1.8gx18,CASE,132,25.32,3342.24,1,3,Posted
7067,07/10/2025,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,960,6.612,6347.52,1,3,Posted
7067,07/10/2025,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,720,6.48,4665.6,1,3,Posted
7067,07/10/2025,Transfer,F-04001,POP Ginger Chews Original 1 lb Bulk,CASE,480,20.088,9642.24,1,3,Posted
7070,07/07/2025,Transfer,AC-B6P,AM GSG Prongs 6 oz Bag,BAG,400,10.272,4108.8,1,3,Posted
7070,07/07/2025,Transfer,AC-RS4,"AM GSG RS, 1/4 LB.",BOX,60,13.718,823.08,1,3,Posted
7070,07/07/2025,Transfer,AC-B3RS,AM GSG Root (R) 3 oz GBox - Sm,BOX,120,13.76,1651.2,1,3,Posted
7070,07/07/2025,Transfer,AC-B3RM,AM GSG Root (R) 3 oz GBox - Med,BOX,60,11.87,712.2,1,3,Posted
7070,07/07/2025,Transfer,AC-B3R4,"AM GSG Root R-4, 3 oz GBox",BOX,120,12.814,1537.68,1,3,Posted
7070,07/07/2025,Transfer,AC-B6MM,AM GSG Root (M) 6 oz Bag - Med,BAG,60,21.267,1276.02,1,3,Posted
7070,07/07/2025,Transfer,AC-B6RL,AM GSG Root (R) 6 oz Bag - Large,BAG,60,23.28,1396.8,1,3,Posted
7070,07/07/2025,Transfer,AC-MS4,"AM GSG MS, 1/4 LB.",BOX,60,13.343,800.58,1,3,Posted
7070,07/07/2025,Transfer,AC-MM4,"AM GSG MM, 1/4 LB.",BOX,72,15.609,1123.84,1,3,Posted
7070,07/07/2025,Transfer,AC-ML4,"AM GSG ML, 1/4 LB.",Box,120,18.951,2274.12,1,3,Posted
7070,07/07/2025,Transfer,AC-RM4,"AM GSG RM, 1/4 LB.",BOX,120,14.847,1781.64,1,3,Posted
7070,07/07/2025,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,240,13.195,3166.87,1,3,Posted
7070,07/07/2025,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,20.399,2447.88,1,3,Posted
7071,07/08/2025,Transfer,AC-B3R4,"AM GSG Root R-4, 3 oz GBox",BOX,120,12.814,1537.68,1,2,Posted
7071,07/08/2025,Transfer,AC-MS4,"AM GSG MS, 1/4 LB.",BOX,72,14.763,1062.95,1,2,Posted
7071,07/08/2025,Transfer,AC-MM4,"AM GSG MM, 1/4 LB.",Box,72,15.609,1123.85,1,2,Posted
7071,07/08/2025,Transfer,AC-RS4,"AM GSG RS, 1/4 LB.",BOX,72,13.718,987.7,1,2,Posted
7071,07/08/2025,Transfer,AC-RM4,"AM GSG RM, 1/4 LB.",BOX,120,16.268,1952.13,1,2,Posted
7071,07/08/2025,Transfer,AC-ML4,"AM GSG ML, 1/4 LB.",BOX,120,19.504,2340.49,1,2,Posted
7071,07/08/2025,Transfer,AC-LS4,"AM GSG LS, 1/4 LB.",BOX,120,16.183,1941.96,1,2,Posted
7071,07/08/2025,Transfer,AC-LM4,"AM GSG LM, 1/4 LB.",BOX,120,17.338,2080.6,1,2,Posted
7071,07/08/2025,Transfer,AC-LL4,"AM GSG LL, 1/4 LB.",BOX,120,18.81,2257.2,1,2,Posted
7072,08/01/2025,Transfer,C-70530,Ultra Joint Health Extract 30x10,CASE,90,133.776,12039.84,1,2,Posted
7072,08/01/2025,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,135,116.304,15701.04,1,2,Posted
7072,08/01/2025,Transfer,J-40132,POP Ins 3 in 1 Tea Latte 17gx22CT,BAG,1500,2.202,3303,1,2,Posted
7072,08/01/2025,Transfer,T-31542,Tiger Balm 50G Ultra (5x4),CASE,69,92.04,6350.76,1,2,Posted
7072,08/01/2025,Transfer,F-11076A,POP Honey Loquat Candy 76g,CASE,6,112.608,675.65,1,2,Posted
7072,08/01/2025,Transfer,D-60012,POP Pi Lo Chun Green Tea 300g,CASE,25,117.588,2939.7,1,2,Posted
7072,08/01/2025,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,15,153.912,2308.68,1,2,Posted
7072,08/01/2025,Transfer,P-RTPOPS,POP Shop Bag Sm Paper Red,EACH,4500,0.509,2290.5,1,2,Posted
7073,07/14/2025,Transfer,J-63006,Mazola Corn Oil 128 oz (1 gal),case,864,57.12,49351.68,2,3,Posted
7075,07/18/2025,Transfer,D-13106,POP Green Tea 1.8gx100 (6ct/cs),CASE,60,9.996,599.76,2,3,Posted
7075,07/18/2025,Transfer,D-13306,POP Green Tea 1.8gx100 JapaneseS (6ct/cs),CASE,30,11.832,354.96,2,3,Posted
7075,07/18/2025,Transfer,D-14106,POP Jasmine Tea 1.8gx100 (6ct/cs),CASE,60,13.35,801,2,3,Posted
7075,07/18/2025,Transfer,D-18106,POP White Tea 1.8gx100 (6ct/cs),CASE,12,12.15,145.8,2,3,Posted
7075,07/18/2025,Transfer,F-41127,McVities M Choc Digestive 300g,CASE,85,27.165,2309.03,2,3,Posted
7076,07/24/2025,Transfer,D-02007,"Dieter's Drink, 18 Tea Bags",BOX,432,1.632,705.02,2,1,Posted
7076,07/24/2025,Transfer,F-41127,McVities M Choc Digestive 300g,EACH,1275,1.811,2309.03,2,1,Posted
7076,07/24/2025,Transfer,F-50144N,Gavottes Fan Wafer 1000g,TIN,120,17.978,2157.36,2,1,Posted
7076,07/24/2025,Transfer,F-04073,POP Ginger Chews Mango 8 oz,BAG,9216,1.058,9750.52,2,1,Posted
7077,07/09/2025,Transfer,J-75001,MyKuali White Curry Noodle,CASE,100,19.968,1996.8,3,1,Posted
7077,07/09/2025,Transfer,J-75002,MyKuali Spicy Prawn Noodle,CASE,100,19.488,1948.8,3,1,Posted
7077,07/09/2025,Transfer,P-LWDS,Loacker Wooden Disp,EACH,6,0,0,3,1,Posted
7080,07/15/2025,Transfer,AC-M1B,AM GSG M-1 In Bulk,LB,28.84,38.462,1109.25,2,1,Posted
7080,07/15/2025,Transfer,AC-M2B,AM GSG M-2 In Bulk,LB,25.26,45.091,1138.99,2,1,Posted
7081,07/10/2025,Transfer,AC-B3MS,AM GSG Root (M) 3 oz GBox- Sm,BOX,48,13.51,648.48,1,3,Posted
7081,07/10/2025,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,120,13.195,1583.4,1,3,Posted
7081,07/10/2025,Transfer,AC-B4SL,AM GSG Slices 4 oz Bag,BAG,120,15.587,1870.44,1,3,Posted
7081,07/10/2025,Transfer,AC-B6SL,AM GSG Slices 6 oz Bag,BAG,120,23.22,2786.45,1,3,Posted
7081,07/10/2025,Transfer,AC-LM4,"AM GSG LM, 1/4 LB.",BOX,120,17.636,2116.32,1,3,Posted
7081,07/10/2025,Transfer,AC-LS4,"AM GSG LS, 1/4 LB.",BOX,48,16.183,776.78,1,3,Posted
7081,07/10/2025,Transfer,AC-MJ4,"AM GSG MJ, 1/4 LB.",BOX,48,21.816,1047.19,1,3,Posted
7081,07/10/2025,Transfer,P-A4B-T,A-C GSG In Bag - Plastic Tray (4oz),EACH,3600,0.043,154.8,1,3,Posted
7081,07/10/2025,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,4.723,17.671,83.46,1,3,Posted
7081,07/10/2025,Transfer,AC-B3L5,"AM GSG Root L-5, 3 oz GBox",BOX,48,12.698,609.51,1,3,Posted
7082,07/10/2025,Transfer,P-AGT-Z50,AM GSG RT Tea Zipbags 50's,EACH,3900,0.175,682.5,1,3,Posted
7087,07/21/2025,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,70,35.532,2487.24,1,3,Posted
7087,07/21/2025,Transfer,J-40135N,POP Ins Thai Tea 35gx12CT (14/cs),CASE,210,39.312,8255.52,1,3,Posted
7087,07/21/2025,Transfer,K-88051,K. Red GSG Capsules 518mgx50,CASE,100,69.996,6999.6,1,3,Posted
7087,07/21/2025,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,20,37.562,751.24,1,3,Posted
7087,07/21/2025,Transfer,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),CASE,960,6.612,6347.52,1,3,Posted
7087,07/21/2025,Transfer,F-04001,POP Ginger Chews Original 1 lb Bulk,CASE,240,20.088,4821.12,1,3,Posted
7087,07/21/2025,Transfer,F-04007,POP Ginger Chews Blood Orange 1 lb Bulk,CASE,400,25.812,10324.8,1,3,Posted
7087,07/21/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,142.764,12848.76,1,3,Posted
7087,07/21/2025,Transfer,T-31545,Tiger Balm 50G Ultra (10x4/cs),CASE,80,215.02,17201.6,1,3,Posted
7088,08/04/2025,Transfer,D-04038,POP Ginger H Cytl.w/PassionFruit 10ct(6x6),CASE,10,29.916,299.16,3,1,Posted
7088,08/04/2025,Transfer,F-41128,McVities D Choc Digestive 300g,CASE,85,22.08,1876.8,3,1,Posted
7088,08/04/2025,Transfer,D-13106,POP Green Tea 1.8gx100 (6ct/cs),CASE,272,10.02,2725.44,3,1,Posted
7088,08/04/2025,Transfer,D-13306,POP Green Tea 1.8gx100 JapaneseS (6ct/cs),CASE,136,11.808,1605.89,3,1,Posted
7088,08/04/2025,Transfer,D-14106,POP Jasmine Tea 1.8gx100 (6ct/cs),CASE,408,13.29,5422.32,3,1,Posted
7088,08/04/2025,Transfer,D-15106,POP Oolong Tea 1.8gx100 (6ct/cs),CASE,272,9.552,2598.15,3,1,Posted
7088,08/04/2025,Transfer,D-16106,POP Ti Kuan Yin Tea 1.8gx100 (6ct/cs),CASE,136,10.644,1447.59,3,1,Posted
7088,08/04/2025,Transfer,D-17106,POP Pu-Erh Tea 1.8gx100 (6ct/cs),CASE,680,11.346,7715.28,3,1,Posted
7088,08/04/2025,Transfer,D-18106,POP White Tea 1.8gx100 (6ct/cs),CASE,136,12.12,1648.32,3,1,Posted
7088,08/04/2025,Transfer,D-18012,POP White Tea 1.8gx20 (12ct/cs),CASE,30,7.296,218.88,3,1,Posted
7089,07/25/2025,Transfer,F-50144N,Gavottes Fan Wafer 1000g,TIN,120,17.978,2157.36,2,3,Posted
7089,07/25/2025,Transfer,F-04007,POP Ginger Chews Blood Orange 1 lb Bulk,BAG,4800,2.194,10531.2,2,3,Posted
7089,07/25/2025,Transfer,T-44020N,Tiger Balm Muscle Rub Active 2 oz,CASE,160,137.132,21941.16,2,3,Posted
7091,07/15/2025,Transfer,J-63006,Mazola Corn Oil 128 oz (1 gal),case,864,57.12,49351.68,2,1,Posted
7095,07/24/2025,Transfer,AC-R1B,AM GSG R-1 In Bulk,LB,161.44,41.123,6638.89,2,1,Posted
7095,07/24/2025,Transfer,AC-R2B,AM GSG R-2 In Bulk,LB,31.82,46.033,1464.77,2,1,Posted
7098,08/11/2025,Transfer,T-44040,Tiger Balm Muscle Spray Active 2.53 fl oz,CASE,80,165.54,13243.2,2,1,Posted
7098,08/11/2025,Transfer,F-04074,POP Ginger Chews Lychee 8 oz,CASE,1089,8.228,8960.12,2,1,Posted
7098,08/11/2025,Transfer,F-04075,POP Ginger Chews Blood Orange 8 oz,CASE,1024,8.472,8675.33,2,1,Posted
7099,07/22/2025,Transfer,AC-SLB,AM GSG Slices In Bulk (Medium),LB,300,39.89,11967,1,3,Posted
7099,07/22/2025,Transfer,AC-SLBL,AM GSG Slices In Bulk (Large),LB,300,46.227,13868.09,1,3,Posted
7099,07/22/2025,Transfer,P-A4B-T,A-C GSG In Bag - Plastic Tray (4oz),EACH,3600,0.043,154.8,1,3,Posted
7099,07/22/2025,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.052,260,1,3,Posted
7099,07/22/2025,Transfer,P-OA50S,Oxygen Absorber 50cc,EACH,5000,0.021,105,1,3,Posted
7099,07/22/2025,Transfer,AC-B3RS,AM GSG Root (R) 3 oz GBox - Sm,BOX,280,13.526,3787.38,1,3,Posted
7099,07/22/2025,Transfer,P-AG-ZB6,POP Am Gsg Zip-lock Bag 6 oz,EACH,1700,0.125,212.5,1,3,Posted
7099,07/22/2025,Transfer,P-AG-ZB3,POP Am Gsg Zip-lock Bag 3 oz,EACH,2700,0.081,218.7,1,3,Posted
7099,07/22/2025,Transfer,P-AG3BT,Am Gsg 3 oz box (T),EACH,1200,0.289,346.8,1,3,Posted
7104,07/29/2025,Transfer,A-61260N,AM GSG RT Tea 60 Bags (15/cs),CASE,96,161.19,15474.24,1,3,Posted
7104,07/29/2025,Transfer,D-04024,POP In Ginger HCytl w/Matcha 10ct(6x6),CASE,36,35.136,1264.9,1,3,Posted
7104,07/29/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,90,143.065,12875.87,1,3,Posted
7104,07/29/2025,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,96,42.732,4102.27,1,3,Posted
7104,07/29/2025,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,22,116.304,2558.68,1,3,Posted
7104,07/29/2025,Transfer,A-61117,AM GSG Candy 1 lb / Bag,CASE,135,60.544,8173.44,1,3,Posted
7106,08/07/2025,Transfer,AC-SL4,"AM GSG Slices, 1/4 LB.",BOX,120,20.399,2447.88,1,2,Posted
7106,08/07/2025,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,240,13.613,3267.12,1,2,Posted
7106,08/07/2025,Transfer,AC-RL4,"AM GSG RL, 1/4 LB.",BOX,120,16.224,1946.88,1,2,Posted
7108,08/07/2025,Transfer,A-61236T,AM GSG RT/Chrysan Tea 30 Bagsx2(New),CASE,30,99.048,2971.44,1,2,Posted
7108,08/07/2025,Transfer,D-03012,POP Ginger Green Tea 1.8g x 16,CASE,100,20.208,2020.8,1,2,Posted
7108,08/07/2025,Transfer,F-11148A,POP Honey Loquat Candy 148g,CASE,80,77.04,6163.2,1,2,Posted
7108,08/07/2025,Transfer,F-11078,POP Honey Loquat Candy APear 76g,CASE,25,130.896,3272.4,1,2,Posted
7108,08/07/2025,Transfer,F-11076,POP Honey Loquat Candy 76g(12),CASE,100,127.26,12726,1,2,Posted
7108,08/07/2025,Transfer,D-02030,PG Ban Lan Gen 10's,CASE,150,19.656,2948.4,1,2,Posted
7109,08/12/2025,Transfer,M-41062,YNBY Toothpaste Wht 100g+30g Free##25,CASE,45,29.808,1341.36,2,3,Posted
7109,08/12/2025,Transfer,F-04073,POP Ginger Chews Mango 8 oz,CASE,1024,8.472,8675.33,2,3,Posted
7109,08/12/2025,Transfer,F-04071,POP Ginger Chews Lemon 8 oz,CASE,384,9.192,3529.73,2,3,Posted
7112,07/30/2025,Transfer,D-03012,POP Ginger Green Tea 1.8g x 16,CASE,50,20.208,1010.4,1,3,Posted
7112,07/30/2025,Transfer,F-11148A,POP Honey Loquat Candy 148g,CASE,40,77.04,3081.6,1,3,Posted
7112,07/30/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,36,142.764,5139.51,1,3,Posted
7113,07/21/2025,Transfer,P-RTPOPS,POP Shop Bag Sm Paper Red,EACH,4500,0.509,2290.5,1,3,Posted
7116,08/04/2025,Transfer,J-63006,Mazola Corn Oil 128 oz (1 gal),case,864,57.12,49351.68,2,3,Posted
7120,08/01/2025,Transfer,J-63006,Mazola Corn Oil 128 oz (1 gal),case,864,57.12,49351.68,2,1,Posted
7122,07/30/2025,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,4718.277,19.189,90538.44,1,3,Posted
7125,08/20/2025,Transfer,F-85001,Jayoo 1mm P Crackers(Garlic) 180g,CASE,140,21.696,3037.44,3,1,Posted
7125,08/20/2025,Transfer,D-60015,POP Ti Kuan Yin Tea 250g,CASE,10,108.648,1086.48,3,1,Posted
7127,08/11/2025,Transfer,A-61220,AM GSG RT Tea 20 Bags,CASE,192,144.44,27732.45,1,3,Posted
7127,08/11/2025,Transfer,F-04076,POP Ginger Chews Assorted 8 oz,CASE,1008,10.36,10442.88,1,3,Posted
7128,08/22/2025,Transfer,F-50139,Gavottes Crepes 500g,CASE,100,79.452,7945.2,2,3,Posted
7128,08/22/2025,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,92.628,12967.92,2,3,Posted
7128,08/22/2025,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,61.722,6172.2,2,3,Posted
7128,08/22/2025,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,70,66.592,4661.44,2,3,Posted
7128,08/22/2025,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,30,38.664,1159.92,2,3,Posted
7134,08/25/2025,Transfer,F-50139,Gavottes Crepes 500g,CASE,100,79.452,7945.2,2,1,Posted
7134,08/25/2025,Transfer,F-50140,Gavottes Crepes 1250g #011120,CASE,140,92.628,12967.92,2,1,Posted
7134,08/25/2025,Transfer,F-50143N,Gavottes Rolled Wafer 500g,CASE,100,61.722,6172.2,2,1,Posted
7134,08/25/2025,Transfer,F-50144N,Gavottes Fan Wafer 1000g,CASE,70,66.592,4661.44,2,1,Posted
7134,08/25/2025,Transfer,D-04036,POP In Ginger H Cytl w/Plum 18gx10,CASE,12,38.664,463.97,2,1,Posted
7134,08/25/2025,Transfer,D-13212,POP Organic Green Tea 1.8gx20 (12ct/cs),CASE,187,6.084,1137.71,2,1,Posted
7135,08/14/2025,Transfer,J-63004,Mazola Corn Oil 40 oz,CASE,252,42.48,10704.96,1,3,Posted
7135,08/14/2025,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,225,126.048,28360.8,1,3,Posted
7135,08/14/2025,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,28,128.82,3606.96,1,3,Posted
7135,08/14/2025,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,180,39.774,7159.32,1,3,Posted
7135,08/14/2025,Transfer,D-03071,POP Blood Sugar Tea 1.8gx18(4x3),CASE,250,25.583,6395.76,1,3,Posted
7140,08/18/2025,Transfer,D-03054,POP HT Cholesterol 1.8gx18,CASE,528,27.636,14591.81,1,2,Posted
7140,08/18/2025,Transfer,C-70123,Red Panax GSG Extm 30x10cc,CASE,225,126.048,28360.8,1,2,Posted
7140,08/18/2025,Transfer,A-61138,AM GSG R/J & B Pollen 10x10cc,CASE,56,128.82,7213.92,1,2,Posted
7140,08/18/2025,Transfer,A-61012,Wild AM GSG Instant Tea 3gx10x8,CASE,150,143.196,21479.4,1,2,Posted
7140,08/18/2025,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,84,146.04,12267.36,1,2,Posted
7140,08/18/2025,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,35,160.248,5608.68,1,2,Posted
7140,08/18/2025,Transfer,D-60011,POP Dragon Well Green Tea 250g,CASE,22,126.312,2778.86,1,2,Posted
7140,08/18/2025,Transfer,D-60013,POP Jasmine Green Tea 180g,CASE,35,168.984,5914.44,1,2,Posted
7140,08/18/2025,Transfer,D-60014,POP Oolong Tea 250g,CASE,23,99.684,2292.73,1,2,Posted
7142,08/22/2025,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,5868,21.853,128235.83,1,3,Posted
7142,08/22/2025,Transfer,P-AG3BT,Am Gsg 3 oz box (T),EACH,600,0.289,173.4,1,3,Posted
7142,08/22/2025,Transfer,P-OA50,Silica Gel Desiccant 3g,EACH,5000,0.052,260,1,3,Posted
7142,08/22/2025,Transfer,A-61121S,AM GSG Powder In Bulk (UFM),LB,100,27.642,2764.2,1,3,Posted
7146,08/26/2025,Transfer,J-31071F,GN Swallow Nest Org ChryPk 6x75ml,CASE,30,161.6,4848,1,2,Posted
7146,08/26/2025,Transfer,J-31072F,GN Swallow Nest SF ChryPk 6x75ml,CASE,30,161.6,4848,1,2,Posted
7146,08/26/2025,Transfer,D-60017,POP Pu-Erh Black Tea 200g,CASE,30,103.272,3098.16,1,2,Posted
7146,08/26/2025,Transfer,D-60014,POP Oolong Tea 250g,CASE,10,99.684,996.84,1,2,Posted
7146,08/26/2025,Transfer,D-60012,POP Pi Lo Chun Green Tea 300g,CASE,30,124.668,3740.04,1,2,Posted
7146,08/26/2025,Transfer,D-60011,POP Dragon Well Green Tea 250g,CASE,20,126.312,2526.24,1,2,Posted
7146,08/26/2025,Transfer,A-61030,POP Wild AM GSG I*Tea 3gx30,CASE,30,52.956,1588.68,1,2,Posted
7146,08/26/2025,Transfer,D-03002A,Fluaid 10 Bags,CASE,14,36.888,516.43,1,2,Posted
7146,08/26/2025,Transfer,C-70021,Panax GSG Extm 30x10cc (Pine),CASE,20,95.52,1910.4,1,2,Posted
7146,08/26/2025,Transfer,A-61250,AM GSG RT Tea 50x1.8g,CASE,30,162.778,4883.34,1,2,Posted
7146,08/26/2025,Transfer,D-41986,POP D Brown Sugar Ginger Honey Crystal,CASE,96,42.732,4102.27,1,2,Posted
7146,08/26/2025,Transfer,P-RTBAG,POP Recycle/Tote Bag,EACH,5000,0.641,3205,1,2,Posted
7146,08/26/2025,Transfer,P-POPRB,POP Non-woven Recycle Bag- Medium size,EACH,6000,0.406,2436,1,2,Posted
7146,08/26/2025,Transfer,D-60021,POP Organic Mao Feng Tea 120g,CASE,6,84.517,507.1,1,2,Posted
7149,08/26/2025,Transfer,AC-BK01,AM GSG Root Mixed In Bulk,LB,2100,21.29,44709,1,2,Posted
7149,08/26/2025,Transfer,AC-MM4,"AM GSG MM, 1/4 LB.",BOX,120,15.597,1871.66,1,2,Posted
7149,08/26/2025,Transfer,AC-RM4,"AM GSG RM, 1/4 LB.",BOX,120,21.161,2539.32,1,2,Posted
7149,08/26/2025,Transfer,P-AG-ZB8,POP Am Gsg Zip-lock Bag 8 oz,EACH,3400,0.116,394.4,1,2,Posted
7149,08/26/2025,Transfer,P-A8B-T,A-C GSG In Bag - Plastic Tray ( 8 oz),EACH,3000,0.048,144,1,2,Posted
7149,08/26/2025,Transfer,AC-B4SL,AM GSG Slices 4 oz Bag,BAG,120,15.587,1870.44,1,2,Posted
7149,08/26/2025,Transfer,AC-B6SLJ,AM GSG Slices 6 oz Bag-Jumbo,BAG,120,22.917,2750.04,1,2,Posted
7149,08/26/2025,Transfer,AC-B3SL5,AM GSG Slices (L) 3 oz GBox,BOX,120,13.903,1668.36,1,2,Posted
7149,08/26/2025,Transfer,AC-RL4,"AM GSG RL, 1/4 LB.",BOX,120,15.475,1856.95,1,2,Posted
7151,08/21/2025,Transfer,J-63004,Mazola Corn Oil 40 oz,CASE,108,42.48,4587.84,1,3,Posted
7151,08/21/2025,Transfer,J-63040,Argo Cornstarch 16 oz (btl),CASE,100,21.48,2148,1,3,Posted
7151,08/21/2025,Transfer,D-03054,POP HT Cholesterol 1.8gx18,CASE,395,27.636,10916.22,1,3,Posted
7151,08/21/2025,Transfer,D-03054,POP HT Cholesterol 1.8gx18,BOX,9,2.303,20.73,1,3,Posted
7151,08/21/2025,Transfer,J-40136,POP Ins Matcha Latte 30gx12CT,CASE,60,39.774,2386.44,1,3,Posted
7151,08/21/2025,Transfer,C-70050,Red Ginseng R/Jelly 10x10cc,CASE,56,146.04,8178.24,1,3,Posted
7151,08/21/2025,Transfer,C-70052,Red Ginseng R/Jelly 30x10cc,CASE,70,160.248,11217.36,1,3,Posted
7151,08/21/2025,Transfer,A-61220,AM GSG RT Tea 20 Bags,CASE,48,144.72,6946.56,1,3,Posted
7151,08/21/2025,Transfer,J-31075,On Kee Abalone w/Mushroom Seafood Soup,CASE,4,75.998,303.99,1,3,Posted
7151,08/21/2025,Transfer,J-31076,On Kee Fish Maw w/Mushroom Seafood Soup,CASE,10,75.996,759.96,1,3,Posted
7151,08/21/2025,Transfer,F-11148A,POP Honey Loquat Candy 148g,CASE,40,77.04,3081.6,1,3,Posted
7152,08/25/2025,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,136,14.508,1973.09,3,1,Posted
7152,08/25/2025,Transfer,D-19206,POP OG Black Tea 1.8gx100 (6ct/cs),CASE,136,14.652,1992.68,3,1,Posted
7152,08/25/2025,Transfer,F-96102,WW Red Bean w/Tangerine Peel Dessert 260g,CASE,20,34.896,697.92,3,1,Posted
7152,08/25/2025,Transfer,F-41127,McVities M Choc Digestive 300g,CASE,20,27.165,543.3,3,1,Posted
7152,08/25/2025,Transfer,F-41128,McVities D Choc Digestive 300g,CASE,60,22.08,1324.8,3,1,Posted
7152,08/25/2025,Transfer,D-03002A,Fluaid 10 Bags,CASE,20,35.544,710.88,3,1,Posted
